	Código Proyecto	Foco Apoyo	Tipo Intervención	Instrumento	Instrumento Homologado	Estado Data	Tipo Persona	Rut Beneficiario	Beneficiario	Título	Objetivo	Año Adjudicación	Financiamiento Innova	Aprobado Privado	Aprobado Privado Pecuniario	Monto Certificado Ley	Tipo Innovación	Mercado Objetivo	Criterio Mujer	Género	Sostenible	ODS principal	Meta principal	Economía Circular	Modelo de Circularidad	Región	Tramo Ventas	Inicio Actividad Económica	Sector Económico	Patron principal asociado	Tipo proyecto	R principal	Estrategia R Principal	Ley REP	Ley REP (Sí/No)	ERNC	Tendencia Final
1948	21CVM-157294	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76775869-3	Inversiones Gladys Espinoza Orellana EIRL	Limpiador y Desinfectante Eco-Sustentable de Cultivos	desarrollar un limpiador y desinfectante orgánico de plantaciones agrícolas, a partir de desechos de la industria olivícola.	2021.0	35000000	$8.750.000	$8.750.000		Producto	Agrícola (excepto cultivo de uvas)	Convocatoria	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región del Maule	Microempresa	2017-09-04 00:00:00	Química, caucho y plásticos (excepto industria farmacéutica)	Intercambiar	Economía Circular	R0 Rechazar	Uso y fabricación de productos más inteligentes	No			Química Verde (Green Chemestry)
1949	21CVM-157282	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76852188-3	IMEKO SpA	Producción industrial de pellet a base de acetato de celulosa recuperado de filtros de cigarro	formular químicamente y desarrollar pellets a base de acetato de celulosa recuperado de colillas de cigarro, con el fin de obtener un formato comercializable del material y que pueda ser procesable a nivel industrial según los requerimientos del mercado.	2021.0	34994500	$8.924.000	500		Producto	Química, caucho y plásticos (excepto industria farmacéutica)	Convocatoria	Femenino	Sí	ODS12	12.5	Sí	Recuperación de Recursos	Región de Valparaíso	Microempresa	2018-05-15 00:00:00	Gestión de desechos	Reciclar	Economía Circular	R9 Recuperar	Aplicación útil de materiales	No			Materiales Avanzados (Advanced Materials)
1951	21CVM-157221	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77058584-8	Comercializadora El Recodo SPA	Golosina Saludable en Base a Cereza	validar técnicamente el proceso de producción de una golosina saludable en base a pulpa de cereza deshidratada con parámetros que permitan su producción industrial, y validar el modelo de negocio para su inserción en el mercado nacional.	2021.0	34600000	$9.874.000	100		Producto	Alimentos (excepto producción de vino y derivados)	Convocatoria	Femenino	Sí	ODS2	2.1	No		Región del Maule	Microempresa	2019-08-22 00:00:00	Alimentos (excepto vitivinícola)		Innovación Social			No			Sin tendencia
1954	21CVM-157154	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	VIGENTE	Persona Jurídica constituida en Chile	77195505-3	Bee All Natural S.P.A.	BIO-NACAR: BIorepelente Nanoencapsulado Contra el Ácaro Rojo	mejorar y validar un biorepelente orgánico nanoencapsulado contra el ácaro rojo en la industria avícola, su encapsulamiento permitirá mejorar su bioeficacia, prevendrá su degradación, disminuirá la dosificación, incrementará su estabilidad y tiempo de residencia. incrementando la frecuencia de postura de las aves, generando un beneficio para la empresa, evitando pérdidas por la frecuencia en la postura, perdida en huevos con cáscaras quebradizas o pérdida en cría de pollos.	2021.0	30000000	$12.860.000	$12.260.000		Producto	Ganadero	Convocatoria	Masculino	Sí	ODS12	12.3	No		Región de Valparaíso	Sin ventas	2020-11-10 00:00:00			Producción Sostenible			No			Química Verde (Green Chemestry)
1956	21CVM-157104	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76545452-2	BabyCu Chile SpA	Sábana antimicrobiana con tecnología Cubre+ para pacientes hospitalarios o domiciliarios postrados	crear un nuevo prototipo de set de tejidos textiles en base a cobre y zinc con características antimicrobianas, en comparación con tejidos estándar, y posteriormente validar su efectividad en condiciones reales como sabana propicia para la reducción de patógenos más frecuentes en casos de infecciones de piel, originadas en pacientes hospitalarios o domiciliarios postrados.	2021.0	35000000	$9.120.000	$9.120.000		Producto	Otras industrias manufactureras	Convocatoria	Femenino	Sí	ODS3	3.4	No		Región del Biobío	Microempresa	2016-03-18 00:00:00	Otras industrias manufactureras		Innovación Social			No			Sin tendencia
1958	21CVM-157072	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77007511-4	Yaku SPA	Desarrollo de un innovador y mejorado biofiltro de agua gris que revaloriza un recurso desperdiciado	desarrollar un mejorado diseño de biofiltro de agua gris que permita disminuir los costos de producción y/o mejorar la eficiencia de filtración, empaquetar el sistema completo en una solución escalable y protegida por patente de invención, validando técnica y comercialmente el sistema mediante pruebas pilotos en terreno con dos clientes para finalmente generar y validar nuestro modelo de negocio, incorporando aspectos sugeridos desde la interacción con nuevos clientes, en un plazo de 12 meses.	2021.0	35000000	$10.132.400	$1.377.200		Producto	Construcción	Convocatoria	Femenino	Sí	ODS6	6.3	Sí	Extensión de Ciclo de Vida de Productos	Región de Valparaíso	Sin ventas	2019-05-13 00:00:00	Servicios de ingeniería o de conocimiento	Reparar	Economía Circular	R3 Reusar	Extensión de vida útil del producto y sus partes	No			Manufactura Avanzada (Advanced Manufacturing)
1969	21CVM-156958	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76677994-8	Chileorganic SpA	Desarrollo procesos y protocolos para valorización productos de castañas.	desarrollar nuevos y mejorados procesos y protocolos de productos de castañas como son hojuelas, chips y harina a partir de prototipos de baja resolución en base a técnica de laminado en fresco, deshidratado por liofilización, extracción de cáscara, triturado progresivo y molienda selectiva, hasta su validación técnica a escala industrial y comercial pionero en el rubro alimentario chileno de castañas.	2021.0	34828408	$24.181.900	$9.407.500		Proceso	Alimentos (excepto producción de vino y derivados)	Convocatoria	Femenino	Sí	ODS12	12.3	Sí	Suministro Circular	Región de Ñuble	Microempresa	2016-11-24 00:00:00	Agrícola (excepto vitivinícola)	Ecodiseño	Economía Circular	R1 Repensar	Uso y fabricación de productos más inteligentes	No			Sin tendencia
1972	21CVM-156948	Desarrolla innovación	Subsidio	Crea y valida de rápida implementación - Mujeres	Crea y Valida Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77142095-8	Bioprotegens Innovations Spa	Maxgrowth	desarrollar una nueva formulación que permita aumentar la vida anakel del producto y que mantenga una población mínima de 100.000 bacterias por ml, con esta nueva formulación se espera validar el modelo de negocios y la distribución del producto a nivel nacional ya que la nueva formulación va a permitir su venta a destinos mas lejos de los que se esta entregando actualmente.	2021.0	35000000	$9.020.000	$1.000.000		Producto	Agrícola (excepto cultivo de uvas)	Convocatoria	Femenino	Sí	ODS12	12.a	Sí	Suministro Circular	Región de Ñuble	Microempresa	2020-04-09 00:00:00	Servicios de ingeniería o de conocimiento	Biodiseño	Economía Circular	R0 Rechazar	Uso y fabricación de productos más inteligentes	No			Sin tendencia
1979	21CVID2-183975	Desarrolla innovación con I+D	Subsidio	Crea y Valida Reactívate I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76664303-5	Bioingeniria LYS SpA	Biosil recubrimientos biológico para control de plagas  en ajos y cebollas de exportación	desarrollar un recubrimiento foliar capaz de proteger plantas de ajo y cebollas destinadas a la exportacion contra el ataque de insectos masticadores y potenciales vectores transmisión viral para estos cultivos. capaz de reducir costos de aplicaciones en insecticidas, mano de obra e implementtaciones en un 45% para el cliente y optimice la productividad actual del cultivo por sobre el 30%.	2021.0	81750000	$58.820.000	$58.820.000		Producto	Agrícola (excepto cultivo de uvas)	no aplica	Masculino	No					Región de Valparaíso	Microempresa	2016-10-03 00:00:00	Servicios de ingeniería o de conocimiento					No			Sin tendencia
1987	21CVID2-183891	Desarrolla innovación con I+D	Subsidio	Crea y Valida Reactívate I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77332173-6	VA INGENIERÍA SPA	Servicio de monitoreo de condición para motores hidráulicos	og: desarrollar un servicio para el monitoreo periódico de la condición de motores hidráulicos de cilindros radiales basado en la medición, procesamiento y análisis de sus emisiones acústicas y presiones dinámicas	2021.0	72396261	$18.322.842	$18.322.842			Forestal	no aplica	Masculino	Sí	ODS9	9.1	No		Región del Biobío	Sin ventas	2021-04-01 00:00:00	Servicios de ingeniería o de conocimiento		Producción Sostenible			No			Green Technologies (Tecnologías Verdes)
1994	21CVID2-183849	Desarrolla innovación con I+D	Subsidio	Crea y Valida Reactívate I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	90227000-0	Viña Concha y Toro S.A.	Implementación de sistema in-vitro de propagación masiva de clones de vid de alto interés comercial	implementar proceso de multiplicación masiva de clones de vid de interés comercial mediante el uso de biorreactores de inmersión temporal (bit) semi-automatizados para mejorar la eficiencia de la línea productiva, disminuyendo los costos en la obtención de plántulas de alta calidad fitosanitaria y genética. kpi1: %disminución costo mano de obra.kpi2: %disminución costo por planta.kpi3: %aumento eficiencia en propagación de plantas.	2021.0	100000000	$158.985.168	$158.985.168		Proceso	Vitivinícola	no aplica	Masculino	No					Región del Maule	Grande	1993-01-01 00:00:00	Alimentos (excepto vitivinícola)					No			Manufactura Avanzada (Advanced Manufacturing)
1996	21CVID2-183819	Desarrolla innovación con I+D	Subsidio	Crea y Valida Reactívate I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76197117-4	BIOTECNOS SA	Vacuna recombinante multi-epítope para la prevención de SRS	desarrollar y validar, técnica y comercialmente, un producto mínimo viable a partir de un prototipo de vacuna recombinante multi-epítope expresado en levadura, para la prevención efectiva del síndrome rickettsial del salmón (srs), provocada por la bacteria gram negativa piscirickettsia salmonis.	2021.0	100000000	$88.172.300	$88.172.300		Producto	Pesca y acuicultura	no aplica	Masculino	No					Región de Valparaíso	Microempresa	2012-02-17 00:00:00	Servicios empresariales administrativos y de apoyo					No			Sin tendencia
2002	21CVID2-183727	Desarrolla innovación con I+D	Subsidio	Crea y Valida Reactívate I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76957596-0	Botanitec SpA	Desarrollo de BOTAN ESTRÉS, composición antioxidante para prevenir estrés vegetal a nivel genético	desarrollar botan estrés, una composición antioxidante para disminuir el estrés oxidativo en plantas, para su aplicación en cultivos agrícolas, cuyo mecanismo de acción genere un cambio en la expresión de genes involucrados en la respuesta a estrés, y sobre la actividad de enzimas detoxificadoras.	2021.0	99930000	$25.290.000	$25.290.000		Producto	Agrícola (excepto cultivo de uvas)	no aplica	Femenino	Sí	ODS2	2.4	No		Región de Valparaíso	Microempresa	2018-12-06 00:00:00	Servicios de ingeniería o de conocimiento		Producción Sostenible			No			Alimentos Funcionales
2016	21CVID-171949	Desarrolla innovación con I+D	Subsidio	Crea y Valida I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	76657241-3	PGA Solutions Spa	Sistema de gestión de agricultura de precisión para pequeños y medianos agricultores.	el objetivo de este proyecto consiste en el desarrollo del mvp de un sistema predictivo para la agricultura de precisión y su posterior validación comercial del servicio asociado a la solución con agricultores productores de paltas en la quinta región.	2021.0	100000000	0	0			Agrícola (excepto cultivo de uvas)	No	Masculino	Sí	ODS2	2.4	No		Región de Valparaíso	Pequeña	2016-09-13 00:00:00	Tecnologías de la información		Habilitador para la EC			No			Inteligencia Artificial (IA)
2020	21CVID-171924	Desarrolla innovación con I+D	Subsidio	Crea y Valida I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77216712-1	Haiken Vetscience SpA	Psicobiótico ansiolítico para cerdos de producción	el objetivo del proyecto compete desarrollar un suplemento alimenticio psicobiótico en base a bacterias probióticas ácido lácticas con la capacidad de producir gaba para estudiar su potencial efecto ansiolítico en cerdos de producción intensiva en distintas etapas del proceso productivo de proteína animal.	2021.0	35044140	$8.815.860	$8.815.860		Producto	Ganadero	Incentivo	Femenino	No					Región del Biobío	Sin ventas	2020-10-08 00:00:00	Servicios de ingeniería o de conocimiento					No			Sin tendencia
2025	21CVID-171894	Desarrolla innovación con I+D	Subsidio	Crea y Valida I+D+i	Crea y Valida I+D+i Empresarial	FINALIZADO	Persona Jurídica constituida en Chile	77194552-K	IngFlow SpA	Medición y Monitoreo Telemétrico de Opacidad	investigar y desarrollar una herramienta tecnológica para la medición telemétrica de opacidad generada por las chimeneas de los hornos de reno. esto generará un proceso de medición estandarizado, continuo, trazable, auditable y de bajo costo unitario. por tanto, las fuentes emisoras y las entidades fiscalizadoras contarán con una herramienta de control y gestión de las emisiones, para así, cumplir la norma establecida en el decreto supremo n° 28/2013 del ministerio del medio ambiente.	2021.0	106242400	$26.560.600	$26.560.600			Minería y metalurgia extractiva	Incentivo	Masculino	Sí	ODS13	13.2	No		Región de Valparaíso	Sin ventas	2020-08-04 00:00:00	Tecnologías de la información		Consultoría o estudios para la sostenibilidad			No			Green Technologies (Tecnologías Verdes)
